comment,label,repeat words,comment after merge(close)?,same with last comment?,author reply interval(project),author reply interval(PR),declare reviewer's comment?
Please extract methods to avoid too deep code levels.,0,1,0,0,20,3,0
`<pre>` this?,0,3,0,1,19,2,0
"I hadn't thought of that option at all! I like the idea personally (since it would make the property settable in all the usual Quarkus ways), but let's see what @dmlloyd thinks.",0,1,0,0,20,3,0
"Also: What is the impact of Java 8 lambdas on this. Would they work, i.e. would the dependency visitor find their dependencies?",0,2,0,1,18,2,0
fix?,0,0,0,0,13,2,0
Perhaps the text should make more clear to use the `conf/bookkeeper.conf` as the starting point and edit the specified lines.,0,0,0,0,19,4,0
This should work fine but can you share some numbers with the simple stress test that we wrote? Did you consider any other approaches? I’m a bit wary of ConcurrentHashMap not offering any hard guarantees on cost of inserts/gets but in practice I think it performs well (certainly orders of magnitude better than a c-o-w map),0,1,0,0,8,1,0
@cheese8 Please put null on the left side of the expression.,0,1,0,0,2,5,0
"@twalthr: you do have time for that? I think we have to write a little map-reduce example and run it on our cluster. The test should verify that everything is intuitive, well documented .. and that it runs on the cluster. We could also try to run a Mahout (map reduce) algorithm from Stratosphere.",0,0,0,0,12,5,0
Boom.,0,3,0,0,19,1,0
Reverting back to make this PR only about the distributed cache.,0,0,0,0,23,1,0
What do you think of the new implementation?,0,1,0,0,20,3,0
"Change ""Time since last Heartbeat"" into ""Seconds since last heartbeat""",0,2,0,0,18,2,0
Plz delete the empty line.,0,0,0,0,9,1,0
Good catch! Thanks.,0,0,0,0,20,2,0
Javadoc the params here:,0,0,0,0,13,4,0
Shouldn't this be 0.0.0.0 instead of `hostname` by default?,0,0,0,0,8,4,0
testing?!,0,1,0,0,1,4,0
"This is ready for review. It passes mvn verify locally, and passes SDF tests non-vacuously against my local instance of Dataflow.",0,1,0,0,7,4,0
"Actually, it's good to disambiguate between ZK & BK `Code` classes",0,1,0,0,8,4,0
Why not simply give the variable `javaStream` the access modifier `private[flink]`.,0,1,0,0,20,3,0
Thanks a lot @rmetzger for the comments! ,0,0,0,0,6,5,0
"which doesn't seem related to my change, but I'm investigating further",0,0,0,0,9,2,1
"This PR can be closed then, right?",0,1,0,0,17,2,0
"@electrum I don't think they can still be ""aliases"".  I think the parametric function needs to ""own"" all functions with the signature `T max(T)`.",0,0,0,0,22,3,0
I backuped the code. ,0,1,0,0,22,1,0
Some javadoc that talks about why this exists and expected usage would be nice. ,0,0,0,0,11,5,0
I made the changes @vasia suggested,0,0,0,0,18,2,0
"@hachikuji In KAFKA-2017 / KAFKA-2018 I made the clientId as part of the memberId, but maybe we can include both id / host as the memberId? With this do we still need the UUID even if we reset generation ids?",0,2,0,0,2,5,1
I actually think we should stick to the simplest possible solution i.e. use a ConcurrentHashMap for now. Using a read/write lock would block all reads when adding sensors which is probably not desirable.,0,1,0,0,21,4,0
"We need a space between words when concatenating lines. Also, I think the message could be clearer. Maybe (using Scala notation for clarity):",0,0,0,0,15,3,0
@ijuma It took me a minute to understand what you were saying here. The difference is whether ApiVersions should be plural or not right?,0,2,0,0,20,2,0
Makes sense. Removed.,0,0,0,0,19,2,0
R: @dhalperi ,0,0,0,1,17,1,1
Do you mean that this PR would not be closed and I can push future checks in this?,0,4,0,1,2,2,0
Line's limitation is 100 chars. These two lines can be merged.,0,0,0,0,4,3,0
@gastaldi pls fix the formatting error:> [ERROR] Failed to execute goal net.revelc.code.formatter:formatter-maven-plugin:2.8.1:validate (default) on project quarkus-undertow: File '/home/vsts/work/1/s/extensions/undertow/runtime/src/main/java/io/quarkus/undertow/runtime/UndertowDeploymentTemplate.java' has not been previously formatted.  Please format file and commit before running validation! -> [Help 1],0,3,0,0,11,3,0
"Ok @rmetzger , I finished the changes and in addition to that I simplified how new pages are added to the webInterface.",0,0,0,0,6,5,0
Thanks for the explation @tillrohrmann +1 for exponential backoff approach. We can have max retries and max delay for each try as configurable configuration properties.,0,0,0,0,14,3,0
"Hey @StephanEwen , i'm a bit confused about your cases. Could you also post the correct dependencies here. ",0,0,0,0,3,1,0
"Ok. So this PR in put on hold and #884 can be merged ""right way"".",0,0,0,1,3,4,0
@junrao Added a couple commits to rename GroupMetadataRequest to GroupCoordinatorRequest and allow DescribeGroup to work with multiple groups.,0,3,0,0,9,2,0
"I think the comment is out of date now, since it defaults to `hostname`",0,0,0,0,20,1,0
constant？,0,3,0,0,17,2,0
"You don't need the call to `create`. Technically if you don't have that you don't need the call to `register` above either, but that one probably is a good idea to keep regardless.",0,1,0,0,24,2,0
I'll move it to an interface.,0,1,0,0,16,3,0
@mposolda OK.  I'll hard-code some text then.  I think I'll post to the dev list to get feedback on all the help text.,0,0,0,0,22,3,0
I've removed the exclusion. ,0,1,0,0,17,3,0
"@rmetzger This is from the Table API which this PR does not touch, I can either withdraw the PR or we could trigger another travis build for this PR and see if the error recurs, at which point its best to withdraw this PR. sounds OK ?",0,3,0,0,23,2,0
"`annotation.value(""bufferSize"")` may return `null` if the value is not specified. You should either use `org.jboss.jandex.AnnotationInstance.valueWithDefault(IndexView, String)` or handle `null` value, e.g. with a hardcoded default value.",0,4,0,0,5,5,0
"It looks a bit weird, or maybe too technical, that there are two ""passwords"" on top of each other. Again, IMHO ok for tech preview.",0,0,0,0,15,4,0
apply to three lines above in this file,0,0,0,0,16,3,0
I guess instead we could do something like Flink runner https://github.com/apache/beam/blob/master/runners/flink/runner/pom.xml#L80,0,0,0,0,7,1,0
"> @squakez if you want me to take over this, just let me knowYes please, feel free to pick from this point onward if it is useful.",0,1,0,0,7,4,0
"I don't think you need a boolean here, since you can just check if `getSlice()` returns `null`",0,0,0,0,21,4,0
inline this variable,0,0,0,0,3,2,0
I wanted to not touch the basic logic of this loop (it is has gone through some evolution to be stable and handle corner cases cleanly). We could look at that in a followup?,0,0,0,0,8,1,0
@merlimat CI is green now. I can push some more changes if this gets merged.,0,4,0,0,8,4,0
Should this class (and relevant methods) be `@Deprecated` with appropriate comments indicating we should stop using them?,0,1,0,0,20,4,0
This needs to be abstract,0,1,0,0,12,1,0
I don't see a need for this check.,0,0,0,1,15,4,0
"@lindong28, we call `serverChannel.socket().setReceiveBufferSize(recvBufferSize)` in `openServerSocket`. The documentation says:Have you verified that your change has an impact?",0,4,0,0,3,2,0
"Heads-up notice that this will probably need a re-review. Sorry for the delay, I'm currently still on it, hopefully will update the PR by the end of today ;) I'll notify when it's ready.",0,2,0,0,4,5,0
"In this case, the combiner is called as it was a reducer, i.e., after the data was partitioned and sorted. The purpose of a combiner is to reduce the data before shipping it over the network and (completely) sorting it.",0,1,0,0,3,3,0
Sharding-Proxy Introduction,0,0,0,0,8,4,1
"Small nit, with slf4j formatting we do not need to check isDebugEnabled anymore because it uses parameterized messages feature that check for it before materialize the string. It will the keep the code cleaner =)",0,1,0,0,17,2,1
What if the output needs more than one second to show up?,0,1,0,0,22,3,0
Same is the situation with developers in the above 2 companies :-),0,0,0,0,1,5,0
Could you please remove star imports?,0,3,0,0,22,4,0
SDF is currently supported by:,0,1,0,0,17,4,0
OK.,0,0,0,0,24,3,0
Thank you!,0,0,0,0,16,2,0
In FlatMapNode we use `getPredecessorNode().getEstimatedNumRecords() * 5` as an estimate and in MapNode `getPredecessorNode().getEstimatedNumRecords()`. What's the difference which prevents us from doing the same here?,0,0,0,0,24,4,1
"generally we try to keep one PR for one issue, exceptions should only be done for closely related issues.",0,1,0,0,6,2,0
Yeah.  I'll add a message,0,0,0,0,2,3,0
Merged build finished.,0,0,0,1,16,2,0
Coverage decreased (-28.7%) to 41.1% when pulling **57ca103c7b94f7f4866661fd249d02ce0148724d on dhalperi:dataflow-runner-speedup** into **bf9d454290bba7fac8829b2edeb416b7d9606062 on apache:master**.,0,0,0,0,24,1,0
Pass this in for testing or threadpool.,0,1,0,1,14,1,0
So it really depends on the InputFormat and OutputFormat you choose.,0,1,0,0,12,4,1
"I get the same when I set `TextInputFormat` and `TextOutputFormat`, And all defaults.",0,0,0,0,12,4,0
"Can we rename it to something like ""getState"", assertAssignment is kind of misleading.",0,4,0,0,4,4,0
Great that you brought up the subject. I was having the same issue.,0,0,0,0,19,2,0
You can reuse the EC created a few lines above :),0,1,0,0,15,3,0
incrementally to be consistent with others?,0,0,0,0,3,4,0
rebased for Jenkins license issue,0,0,0,0,20,4,0
Thanks for this @dajac.There is ongoing work to remove usage of BlockingChannel in ControllerChannelManager. That work is done on top of the SSL/TLS one.I think it would make sense to finish that first before doing this one.,0,0,0,0,10,4,0
"Sure, but I was just talking about non-partitioned & non-batched.. anyway it's not a big deal and it would be confusing as well.. let's just merge this.",0,1,0,0,7,1,0
"Your check does more than that, right? Imagine a scenario where a null happens after a non-null value.",0,0,1,0,23,2,0
"This is interacting quite a bit with the RPC, ExecutionGraph, and JobManager/TaskManager communication (see https://issues.apache.org/jira/browse/FLINK-1030). I am currently reworking that and would like to merge it with that part once it is done.",0,1,0,0,2,3,0
Web socket server component doesn't need to advertise itself,0,1,0,0,7,4,0
Should this be protected by `with self.lock:`?,0,0,0,1,16,5,0
OK. +1 to close this. I've pinged @atsikiridis.,0,0,0,1,19,5,0
I can revert this commit and open a separate PR for the _other_ three issues if necessary.,0,0,0,0,10,4,0
![Screenshot 2020-01-22 at 18 11 47](https://user-images.githubusercontent.com/13906855/72916644-ae528180-3d42-11ea-9b92-2e77eea5a55a.png),0,0,0,0,7,4,0
@StephanEwen @mbalassi Any updates on this PR?,0,3,0,0,6,5,0
We should also support constructor and initializer/setter injection...,0,0,0,0,14,5,0
I believe this change is out-of-scope of this PR. Please revert if possible.,0,0,0,0,7,2,0
thanks for the catch. do you mind also adding unit tests for these?,0,0,0,0,6,1,0
"Here may break checkstyle, can you use checkstyle to check your codes first?",0,2,0,0,21,3,0
Jenkins failed on Dataflow streaming IT test - unrelated.,0,0,0,0,1,1,0
A combiner may not change the type of its input key and value. ,0,4,0,0,17,3,0
Let me take a look at the LocalMiniDFSCluster class.,0,0,0,0,21,1,0
"Yeah, I would hold on this one because the HTTP support is in flux right now.Let's wait for things to settle as there's a good chance we won't have undertow for simple REST services. At least, that would be an option.",0,0,0,1,9,1,0
What does (F) mean?,0,1,0,0,20,3,0
no I meant something along those lines:,0,0,0,0,4,1,0
This looks like the same method as in `JdbcIOIT` - can the actual construction of the DataSource be a method in this file that takes a `PipelineOptions` argument?,0,1,0,0,24,5,0
`Proxy will configure a Hariki pool for a pythsical database ` -> each,0,4,0,0,18,1,0
protocol messages,0,0,0,0,13,2,0
"This is related to the missed point in previous comment, should be fixed with it. So, yes it will need a check here for version, if higher than supported version is received, gladly send an error back :).",0,0,0,0,12,5,1
